question_id,related_question_id,related_comment_id,jaccard_distance,length_difference,cosine_similarity,w2v_cosine_similarity,relevance
Q309,Q309_R61,Q309_R61_C6,0.901,9,0.91,0.078,Bad
Q309,Q309_R61,Q309_R61_C7,0.878,674,0.937,0.269,PotentiallyUseful
Q309,Q309_R61,Q309_R61_C8,0.909,120,0.91,0.471,Bad
Q309,Q309_R61,Q309_R61_C9,0.967,191,0.892,0.074,Bad
Q309,Q309_R61,Q309_R61_C10,0.897,52,0.941,0.585,Bad
Q310,Q310_R14,Q310_R14_C1,0.904,5,0.949,0.432,PotentiallyUseful
Q310,Q310_R14,Q310_R14_C2,1.0,225,0.766,-0.046,PotentiallyUseful
Q310,Q310_R14,Q310_R14_C3,0.913,220,0.819,0.234,Good
Q310,Q310_R14,Q310_R14_C4,0.866,54,0.959,0.571,Good
Q310,Q310_R14,Q310_R14_C5,0.977,250,0.714,0.121,PotentiallyUseful
Q310,Q310_R14,Q310_R14_C6,0.94,161,0.818,0.112,PotentiallyUseful
Q310,Q310_R14,Q310_R14_C7,1.0,115,0.96,0.568,PotentiallyUseful
Q310,Q310_R14,Q310_R14_C8,0.849,271,0.96,0.599,PotentiallyUseful
Q310,Q310_R14,Q310_R14_C9,0.859,93,0.85,0.44,Bad
Q310,Q310_R14,Q310_R14_C10,0.828,232,0.959,0.52,Good
Q310,Q310_R22,Q310_R22_C1,1.0,106,0.0,0.039,Good
Q310,Q310_R22,Q310_R22_C2,0.96,95,0.57,-0.051,Good
Q310,Q310_R22,Q310_R22_C3,0.962,81,0.774,0.218,Good
Q310,Q310_R22,Q310_R22_C4,1.0,70,0.199,0.144,Good
Q310,Q310_R22,Q310_R22_C5,0.902,37,0.933,0.364,Good
Q310,Q310_R22,Q310_R22_C6,0.912,15,0.877,0.328,Good
Q310,Q310_R22,Q310_R22_C7,0.727,71,0.901,0.428,Bad
Q310,Q310_R22,Q310_R22_C8,1.0,95,0.553,0.141,Good
Q310,Q310_R22,Q310_R22_C9,1.0,101,0.591,-0.063,Good
Q310,Q310_R22,Q310_R22_C10,0.833,25,0.901,0.457,Bad
Q310,Q310_R23,Q310_R23_C1,0.984,195,0.867,0.011,Good
Q310,Q310_R23,Q310_R23_C2,0.86,86,0.955,0.608,PotentiallyUseful
Q310,Q310_R23,Q310_R23_C3,0.94,59,0.883,0.198,Good
Q310,Q310_R23,Q310_R23_C4,0.923,234,0.875,0.255,Good
Q310,Q310_R23,Q310_R23_C5,0.944,138,0.895,0.011,Bad
Q310,Q310_R23,Q310_R23_C6,0.902,249,0.939,0.168,PotentiallyUseful
Q310,Q310_R23,Q310_R23_C7,0.909,233,0.893,0.226,Bad
Q310,Q310_R23,Q310_R23_C8,0.907,87,0.957,0.481,Bad
Q310,Q310_R23,Q310_R23_C9,0.907,87,0.957,0.481,Bad
Q310,Q310_R23,Q310_R23_C10,0.905,264,0.956,0.401,PotentiallyUseful
Q310,Q310_R33,Q310_R33_C1,0.882,340,0.925,0.534,PotentiallyUseful
Q310,Q310_R33,Q310_R33_C2,0.866,116,0.955,0.326,Good
Q310,Q310_R33,Q310_R33_C3,0.942,390,0.838,0.341,Good
Q310,Q310_R33,Q310_R33_C4,0.948,336,0.912,0.245,Good
Q310,Q310_R33,Q310_R33_C5,0.972,387,0.846,0.324,PotentiallyUseful
Q310,Q310_R33,Q310_R33_C6,0.846,305,0.964,0.477,PotentiallyUseful
Q310,Q310_R33,Q310_R33_C7,0.789,126,0.987,0.591,Bad
Q310,Q310_R33,Q310_R33_C8,0.957,401,0.835,0.159,Bad
Q310,Q310_R33,Q310_R33_C9,0.9,191,0.964,0.209,PotentiallyUseful
Q310,Q310_R33,Q310_R33_C10,0.915,381,0.949,0.615,PotentiallyUseful
Q310,Q310_R35,Q310_R35_C1,0.94,203,0.776,0.506,Good
Q310,Q310_R35,Q310_R35_C2,0.964,182,0.893,0.214,Bad
Q310,Q310_R35,Q310_R35_C3,0.897,81,0.946,0.334,Good
Q310,Q310_R35,Q310_R35_C4,0.859,144,0.958,0.525,Good
Q310,Q310_R35,Q310_R35_C5,0.881,306,0.947,0.231,PotentiallyUseful
Q310,Q310_R35,Q310_R35_C6,0.891,109,0.925,0.257,PotentiallyUseful
Q310,Q310_R35,Q310_R35_C7,0.931,126,0.913,0.366,Bad
Q310,Q310_R35,Q310_R35_C8,0.796,136,0.956,0.555,Bad
Q310,Q310_R35,Q310_R35_C9,0.906,212,0.957,0.106,PotentiallyUseful
Q310,Q310_R35,Q310_R35_C10,0.906,59,0.918,0.313,Bad
Q310,Q310_R37,Q310_R37_C1,0.927,18,0.899,0.415,Good
Q310,Q310_R37,Q310_R37_C2,0.932,26,0.926,0.176,PotentiallyUseful
Q310,Q310_R37,Q310_R37_C3,0.911,63,0.947,0.508,Bad
Q310,Q310_R37,Q310_R37_C4,0.968,40,0.926,0.351,Good
Q310,Q310_R37,Q310_R37_C5,0.889,26,0.926,0.234,PotentiallyUseful
Q310,Q310_R37,Q310_R37_C6,0.872,84,0.869,0.344,PotentiallyUseful
Q310,Q310_R37,Q310_R37_C7,0.889,134,0.967,0.515,PotentiallyUseful
Q310,Q310_R37,Q310_R37_C8,0.938,27,0.895,0.194,PotentiallyUseful
Q310,Q310_R37,Q310_R37_C9,0.907,5,0.947,0.435,Bad
Q310,Q310_R37,Q310_R37_C10,0.872,25,0.944,0.464,PotentiallyUseful
Q310,Q310_R45,Q310_R45_C1,0.955,161,0.901,0.088,Good
Q310,Q310_R45,Q310_R45_C2,1.0,184,0.826,0.33,Bad
Q310,Q310_R45,Q310_R45_C3,0.977,171,0.857,0.243,Good
Q310,Q310_R45,Q310_R45_C4,1.0,201,0.497,-0.041,Bad
Q310,Q310_R45,Q310_R45_C5,0.912,27,0.927,0.327,Good
Q310,Q310_R45,Q310_R45_C6,0.976,158,0.0,0.099,PotentiallyUseful
Q310,Q310_R45,Q310_R45_C7,0.963,122,0.862,0.166,Good
Q310,Q310_R45,Q310_R45_C8,1.0,156,0.808,0.055,PotentiallyUseful
Q310,Q310_R45,Q310_R45_C9,0.948,81,0.94,0.119,PotentiallyUseful
Q310,Q310_R45,Q310_R45_C10,0.948,81,0.94,0.119,PotentiallyUseful
Q310,Q310_R52,Q310_R52_C1,0.872,219,0.945,0.573,Good
Q310,Q310_R52,Q310_R52_C2,0.802,33,0.986,0.672,Bad
Q310,Q310_R52,Q310_R52_C3,0.862,136,0.978,0.483,Bad
Q310,Q310_R52,Q310_R52_C4,0.805,132,0.975,0.529,PotentiallyUseful
Q310,Q310_R52,Q310_R52_C5,0.856,136,0.972,0.475,PotentiallyUseful
Q310,Q310_R52,Q310_R52_C6,0.888,153,0.965,0.433,Bad
Q310,Q310_R52,Q310_R52_C7,0.985,336,0.894,0.261,Bad
Q310,Q310_R52,Q310_R52_C8,0.826,103,0.983,0.624,Good
Q310,Q310_R52,Q310_R52_C9,0.863,591,0.984,0.493,Bad
Q310,Q310_R52,Q310_R52_C10,0.884,128,0.982,0.576,Bad
Q310,Q310_R60,Q310_R60_C1,0.953,4,0.815,0.025,PotentiallyUseful
Q310,Q310_R60,Q310_R60_C2,0.962,92,0.911,0.198,Good
Q310,Q310_R60,Q310_R60_C3,0.854,130,0.916,0.476,PotentiallyUseful
Q310,Q310_R60,Q310_R60_C4,0.929,48,0.932,0.158,PotentiallyUseful
Q310,Q310_R60,Q310_R60_C5,0.878,101,0.952,0.504,Bad
Q310,Q310_R60,Q310_R60_C6,0.878,101,0.952,0.504,Bad
Q310,Q310_R60,Q310_R60_C7,1.0,85,0.903,0.04,Good
Q310,Q310_R60,Q310_R60_C8,1.0,154,0.813,-0.034,PotentiallyUseful
Q310,Q310_R60,Q310_R60_C9,1.0,156,0.804,0.079,Bad
Q310,Q310_R60,Q310_R60_C10,0.959,32,0.852,0.073,Bad
Q310,Q310_R78,Q310_R78_C1,0.953,24,0.893,0.351,Good
Q310,Q310_R78,Q310_R78_C2,0.688,8,0.963,0.708,Good
Q310,Q310_R78,Q310_R78_C3,0.887,188,0.953,0.576,Bad
Q310,Q310_R78,Q310_R78_C4,0.822,93,0.947,0.481,Good
Q310,Q310_R78,Q310_R78_C5,0.812,128,0.958,0.565,Bad
Q310,Q310_R78,Q310_R78_C6,0.75,16,0.929,0.736,Good
Q310,Q310_R78,Q310_R78_C7,0.875,282,0.957,0.711,Good
Q310,Q310_R78,Q310_R78_C8,0.854,60,0.946,0.592,Good
Q310,Q310_R78,Q310_R78_C9,0.8,25,0.947,0.656,Good
Q310,Q310_R78,Q310_R78_C10,0.862,37,0.921,0.677,Good
Q311,Q311_R7,Q311_R7_C1,0.957,260,0.703,0.007,Bad
Q311,Q311_R7,Q311_R7_C2,0.75,86,0.975,0.68,Bad
Q311,Q311_R7,Q311_R7_C3,0.908,274,0.925,0.548,Good
Q311,Q311_R7,Q311_R7_C4,0.842,228,0.94,0.538,Bad
Q311,Q311_R7,Q311_R7_C5,0.948,285,0.877,0.385,Good
Q311,Q311_R7,Q311_R7_C6,0.971,335,0.832,0.29,Bad
Q311,Q311_R7,Q311_R7_C7,0.918,216,0.92,0.288,Bad
Q311,Q311_R7,Q311_R7_C8,0.921,268,0.909,0.223,Bad
Q311,Q311_R7,Q311_R7_C9,0.985,346,0.555,-0.021,Bad
Q311,Q311_R7,Q311_R7_C10,0.882,189,0.959,0.439,Bad
Q311,Q311_R9,Q311_R9_C1,0.8,210,0.953,0.585,Bad
Q311,Q311_R9,Q311_R9_C2,0.933,278,0.798,0.285,Bad
Q311,Q311_R9,Q311_R9_C3,0.81,252,0.952,0.607,Good
Q311,Q311_R9,Q311_R9_C4,0.983,295,0.771,0.288,Good
Q311,Q311_R9,Q311_R9_C5,0.931,290,0.889,0.271,Bad
Q311,Q311_R9,Q311_R9_C6,0.917,208,0.924,0.502,Bad
Q311,Q311_R9,Q311_R9_C7,0.856,82,0.969,0.46,Good
Q311,Q311_R9,Q311_R9_C8,0.968,244,0.86,0.415,Good
Q311,Q311_R9,Q311_R9_C9,0.914,104,0.957,0.406,Good
Q311,Q311_R9,Q311_R9_C10,0.899,134,0.949,0.381,Good
Q311,Q311_R24,Q311_R24_C1,0.947,269,0.896,0.415,Good
Q311,Q311_R24,Q311_R24_C2,0.891,27,0.945,0.334,Good
Q311,Q311_R24,Q311_R24_C3,1.0,307,0.0,0.184,Good
Q311,Q311_R24,Q311_R24_C4,1.0,307,0.0,0.184,Good
Q311,Q311_R24,Q311_R24_C5,0.93,267,0.882,0.571,Good
Q311,Q311_R24,Q311_R24_C6,0.964,271,0.854,0.446,Good
Q311,Q311_R24,Q311_R24_C7,0.893,265,0.896,0.555,Good
Q311,Q311_R24,Q311_R24_C8,0.982,291,0.836,0.382,Good
Q311,Q311_R24,Q311_R24_C9,0.909,126,0.875,0.361,Good
Q311,Q311_R24,Q311_R24_C10,0.926,284,0.87,0.351,PotentiallyUseful
Q311,Q311_R31,Q311_R31_C1,0.97,81,0.983,0.615,Good
Q311,Q311_R31,Q311_R31_C2,0.972,311,0.903,0.093,PotentiallyUseful
Q311,Q311_R31,Q311_R31_C3,0.986,473,0.962,0.22,Good
Q311,Q311_R31,Q311_R31_C4,0.987,121,0.864,0.063,Good
Q311,Q311_R31,Q311_R31_C5,0.981,27,0.96,0.636,PotentiallyUseful
Q311,Q311_R31,Q311_R31_C6,0.949,115,0.961,0.447,Bad
Q311,Q311_R31,Q311_R31_C7,0.988,275,0.937,0.411,Bad
Q311,Q311_R31,Q311_R31_C8,0.988,268,0.962,0.428,Bad
Q311,Q311_R31,Q311_R31_C9,0.98,335,0.967,0.495,PotentiallyUseful
Q311,Q311_R31,Q311_R31_C10,0.97,125,0.956,0.186,PotentiallyUseful
Q311,Q311_R37,Q311_R37_C1,0.937,370,0.617,0.261,Bad
Q311,Q311_R37,Q311_R37_C2,0.943,312,0.891,0.217,Bad
Q311,Q311_R37,Q311_R37_C3,0.891,133,0.936,0.256,Good
Q311,Q311_R37,Q311_R37_C4,0.915,300,0.919,0.517,PotentiallyUseful
Q311,Q311_R37,Q311_R37_C5,0.87,154,0.97,0.446,PotentiallyUseful
Q311,Q311_R37,Q311_R37_C6,0.918,209,0.93,0.397,Good
Q311,Q311_R37,Q311_R37_C7,0.903,294,0.941,0.477,Bad
Q311,Q311_R37,Q311_R37_C8,0.91,251,0.871,0.383,Bad
Q311,Q311_R37,Q311_R37_C9,0.928,614,0.95,0.342,Good
Q311,Q311_R37,Q311_R37_C10,0.919,273,0.918,0.194,Bad
Q311,Q311_R48,Q311_R48_C1,1.0,149,0.792,0.16,PotentiallyUseful
Q311,Q311_R48,Q311_R48_C2,0.974,110,0.898,0.161,PotentiallyUseful
Q311,Q311_R48,Q311_R48_C3,0.971,140,0.823,0.388,Good
Q311,Q311_R48,Q311_R48_C4,0.98,66,0.846,0.248,Bad
Q311,Q311_R48,Q311_R48_C5,0.896,345,0.945,0.392,Good
Q311,Q311_R48,Q311_R48_C6,0.921,111,0.832,0.227,Bad
Q311,Q311_R48,Q311_R48_C7,0.921,111,0.832,0.227,Bad
Q311,Q311_R48,Q311_R48_C8,0.864,234,0.949,0.315,Good
Q311,Q311_R48,Q311_R48_C9,0.864,200,0.884,0.216,PotentiallyUseful
Q311,Q311_R48,Q311_R48_C10,0.953,68,0.888,0.088,Bad
Q311,Q311_R49,Q311_R49_C1,0.815,180,0.966,0.615,Bad
Q311,Q311_R49,Q311_R49_C2,0.901,185,0.928,0.119,PotentiallyUseful
Q311,Q311_R49,Q311_R49_C3,0.852,274,0.964,0.568,Bad
Q311,Q311_R49,Q311_R49_C4,0.901,199,0.964,0.551,Bad
Q311,Q311_R49,Q311_R49_C5,0.832,234,0.979,0.689,PotentiallyUseful
Q311,Q311_R49,Q311_R49_C6,0.886,204,0.961,0.509,Bad
Q311,Q311_R49,Q311_R49_C7,0.886,192,0.961,0.521,Bad
Q311,Q311_R49,Q311_R49_C8,0.836,212,0.966,0.696,Bad
Q311,Q311_R49,Q311_R49_C9,0.884,213,0.948,0.508,PotentiallyUseful
Q311,Q311_R49,Q311_R49_C10,0.885,276,0.924,0.397,Bad
Q311,Q311_R51,Q311_R51_C1,0.934,217,0.96,0.415,Bad
Q311,Q311_R51,Q311_R51_C2,0.934,217,0.96,0.415,Bad
Q311,Q311_R51,Q311_R51_C3,0.877,147,0.953,0.537,Good
Q311,Q311_R51,Q311_R51_C4,0.859,125,0.932,0.308,Good
Q311,Q311_R51,Q311_R51_C5,0.859,185,0.936,0.488,Good
Q311,Q311_R51,Q311_R51_C6,0.891,87,0.962,0.571,Good
Q311,Q311_R51,Q311_R51_C7,0.93,154,0.931,0.373,Good
Q311,Q311_R51,Q311_R51_C8,0.976,180,0.924,0.603,Good
Q311,Q311_R51,Q311_R51_C9,0.864,74,0.939,0.52,Good
Q311,Q311_R51,Q311_R51_C10,0.934,109,0.948,0.622,Good
Q311,Q311_R60,Q311_R60_C1,1.0,7,0.805,0.269,Good
Q311,Q311_R60,Q311_R60_C2,0.93,104,0.907,0.332,Good
Q311,Q311_R60,Q311_R60_C3,0.861,97,0.915,0.659,Bad
Q311,Q311_R60,Q311_R60_C4,0.905,305,0.922,0.644,Good
Q311,Q311_R60,Q311_R60_C5,0.961,941,0.92,0.335,Good
Q311,Q311_R60,Q311_R60_C6,0.961,831,0.928,0.469,PotentiallyUseful
Q311,Q311_R60,Q311_R60_C7,0.949,227,0.933,0.151,PotentiallyUseful
Q311,Q311_R60,Q311_R60_C8,0.936,166,0.906,0.31,Bad
Q311,Q311_R60,Q311_R60_C9,0.968,58,0.838,0.385,Bad
Q311,Q311_R60,Q311_R60_C10,0.957,618,0.915,0.211,Good
Q311,Q311_R61,Q311_R61_C1,0.897,39,0.315,0.398,Good
Q311,Q311_R61,Q311_R61_C2,0.962,240,0.373,0.255,Good
Q311,Q311_R61,Q311_R61_C3,0.968,83,0.313,0.047,Bad
Q311,Q311_R61,Q311_R61_C4,0.928,195,0.324,0.348,PotentiallyUseful
Q311,Q311_R61,Q311_R61_C5,0.875,131,0.281,0.559,Good
Q311,Q311_R61,Q311_R61_C6,0.929,82,0.416,0.391,Good
Q311,Q311_R61,Q311_R61_C7,0.931,311,0.349,0.395,Good
Q311,Q311_R61,Q311_R61_C8,0.862,84,0.329,0.515,Good
Q311,Q311_R61,Q311_R61_C9,0.93,207,0.348,0.395,Good
Q311,Q311_R61,Q311_R61_C10,0.923,377,0.319,0.259,Good
Q312,Q312_R6,Q312_R6_C1,0.949,143,0.886,0.433,Bad
Q312,Q312_R6,Q312_R6_C2,0.867,92,0.92,0.45,Bad
Q312,Q312_R6,Q312_R6_C3,0.878,70,0.929,0.576,Good
Q312,Q312_R6,Q312_R6_C4,0.868,47,0.961,0.693,Bad
Q312,Q312_R6,Q312_R6_C5,0.899,140,0.957,0.509,Bad
Q312,Q312_R6,Q312_R6_C6,0.896,151,0.961,0.532,Bad
Q312,Q312_R6,Q312_R6_C7,0.921,496,0.951,0.514,PotentiallyUseful
Q312,Q312_R6,Q312_R6_C8,1.0,152,0.0,-0.079,Bad
Q312,Q312_R6,Q312_R6_C9,0.878,153,0.969,0.703,Bad
Q312,Q312_R6,Q312_R6_C10,0.875,14,0.939,0.551,Good
Q312,Q312_R13,Q312_R13_C1,0.893,111,0.964,0.72,Good
Q312,Q312_R13,Q312_R13_C2,0.891,44,0.954,0.558,Good
Q312,Q312_R13,Q312_R13_C3,0.914,166,0.931,0.534,Good
Q312,Q312_R13,Q312_R13_C4,0.926,274,0.91,0.525,Good
Q312,Q312_R13,Q312_R13_C5,0.9,223,0.927,0.486,Bad
Q312,Q312_R13,Q312_R13_C6,0.882,33,0.955,0.591,Bad
Q312,Q312_R13,Q312_R13_C7,0.951,253,0.913,0.434,Bad
Q312,Q312_R13,Q312_R13_C8,0.875,106,0.961,0.55,PotentiallyUseful
Q312,Q312_R13,Q312_R13_C9,0.917,131,0.911,0.353,Bad
Q312,Q312_R13,Q312_R13_C10,0.817,105,0.964,0.69,Good
Q312,Q312_R19,Q312_R19_C1,0.933,307,0.925,0.438,Good
Q312,Q312_R19,Q312_R19_C2,0.972,268,0.898,0.485,Good
Q312,Q312_R19,Q312_R19_C3,0.928,261,0.955,0.487,Good
Q312,Q312_R19,Q312_R19_C4,0.865,22,0.95,0.333,Good
Q312,Q312_R19,Q312_R19_C5,0.923,255,0.917,0.348,Good
Q312,Q312_R19,Q312_R19_C6,0.949,315,0.83,0.208,Bad
Q312,Q312_R19,Q312_R19_C7,0.941,276,0.891,0.209,Good
Q312,Q312_R19,Q312_R19_C8,0.877,248,0.913,0.641,Bad
Q312,Q312_R19,Q312_R19_C9,0.887,221,0.94,0.541,Bad
Q312,Q312_R19,Q312_R19_C10,0.912,652,0.933,0.063,Bad
Q312,Q312_R31,Q312_R31_C1,0.912,223,0.908,0.469,Bad
Q312,Q312_R31,Q312_R31_C2,0.744,92,0.965,0.718,Bad
Q312,Q312_R31,Q312_R31_C3,0.965,283,0.775,0.17,Bad
Q312,Q312_R31,Q312_R31_C4,0.85,81,0.965,0.38,Bad
Q312,Q312_R31,Q312_R31_C5,0.899,133,0.965,0.434,Bad
Q312,Q312_R31,Q312_R31_C6,0.853,160,0.977,0.475,Good
Q312,Q312_R31,Q312_R31_C7,0.943,208,0.925,0.201,Bad
Q312,Q312_R31,Q312_R31_C8,0.983,287,0.771,-0.047,Bad
Q312,Q312_R31,Q312_R31_C9,0.888,52,0.959,0.33,Good
Q312,Q312_R31,Q312_R31_C10,0.838,48,0.964,0.348,Bad
Q312,Q312_R37,Q312_R37_C1,0.818,152,0.965,0.65,Good
Q312,Q312_R37,Q312_R37_C2,0.881,206,0.952,0.662,Bad
Q312,Q312_R37,Q312_R37_C3,0.901,164,0.956,0.636,Good
Q312,Q312_R37,Q312_R37_C4,0.935,201,0.938,0.597,Good
Q312,Q312_R37,Q312_R37_C5,0.891,207,0.943,0.652,Bad
Q312,Q312_R37,Q312_R37_C6,0.907,159,0.938,0.486,Bad
Q312,Q312_R37,Q312_R37_C7,0.9,179,0.938,0.558,Bad
Q312,Q312_R37,Q312_R37_C8,0.716,4,0.977,0.785,Bad
Q312,Q312_R37,Q312_R37_C9,0.794,163,0.962,0.736,Bad
Q312,Q312_R37,Q312_R37_C10,0.873,231,0.922,0.601,Bad
Q312,Q312_R42,Q312_R42_C1,1.0,146,0.804,0.137,Bad
Q312,Q312_R42,Q312_R42_C2,0.93,72,0.931,0.452,Good
Q312,Q312_R42,Q312_R42_C3,0.806,93,0.925,0.571,Bad
Q312,Q312_R42,Q312_R42_C4,0.929,84,0.921,0.385,PotentiallyUseful
Q312,Q312_R42,Q312_R42_C5,0.946,113,0.898,0.688,Bad
Q312,Q312_R42,Q312_R42_C6,0.956,76,0.587,-0.011,PotentiallyUseful
Q312,Q312_R42,Q312_R42_C7,0.918,74,0.922,0.281,PotentiallyUseful
Q312,Q312_R42,Q312_R42_C8,0.971,123,0.86,0.237,Bad
Q312,Q312_R42,Q312_R42_C9,0.967,151,0.806,0.293,Bad
Q312,Q312_R42,Q312_R42_C10,0.865,81,0.909,0.607,Bad
Q312,Q312_R47,Q312_R47_C1,0.976,77,0.915,0.583,Good
Q312,Q312_R47,Q312_R47_C2,0.919,93,0.936,0.64,Good
Q312,Q312_R47,Q312_R47_C3,0.791,36,0.973,0.768,Bad
Q312,Q312_R47,Q312_R47_C4,0.962,2,0.938,0.496,Bad
Q312,Q312_R47,Q312_R47_C5,1.0,101,0.869,0.568,PotentiallyUseful
Q312,Q312_R47,Q312_R47_C6,0.951,76,0.917,0.429,Bad
Q312,Q312_R47,Q312_R47_C7,0.903,93,0.96,0.657,Good
Q312,Q312_R47,Q312_R47_C8,0.839,141,0.974,0.618,Good
Q312,Q312_R47,Q312_R47_C9,0.826,9,0.962,0.66,Bad
Q312,Q312_R47,Q312_R47_C10,0.897,239,0.933,0.531,PotentiallyUseful
Q312,Q312_R51,Q312_R51_C1,1.0,165,0.933,0.372,Good
Q312,Q312_R51,Q312_R51_C2,0.847,147,0.92,0.619,Bad
Q312,Q312_R51,Q312_R51_C3,0.964,172,0.963,0.68,Bad
Q312,Q312_R51,Q312_R51_C4,0.988,93,0.926,0.397,PotentiallyUseful
Q312,Q312_R51,Q312_R51_C5,0.984,211,0.943,0.507,Bad
Q312,Q312_R51,Q312_R51_C6,0.992,727,0.926,0.343,PotentiallyUseful
Q312,Q312_R51,Q312_R51_C7,0.99,95,0.952,0.579,Bad
Q312,Q312_R51,Q312_R51_C8,1.0,81,0.921,0.454,Bad
Q312,Q312_R51,Q312_R51_C9,0.972,130,0.938,0.092,PotentiallyUseful
Q312,Q312_R51,Q312_R51_C10,1.0,12,0.926,0.508,PotentiallyUseful
Q312,Q312_R57,Q312_R57_C1,0.873,107,0.868,0.502,Good
Q312,Q312_R57,Q312_R57_C2,0.93,63,0.854,0.021,Good
Q312,Q312_R57,Q312_R57_C3,0.923,49,0.751,-0.004,Good
Q312,Q312_R57,Q312_R57_C4,0.846,42,0.833,0.433,Good
Q312,Q312_R57,Q312_R57_C5,0.846,42,0.833,0.433,Good
Q312,Q312_R57,Q312_R57_C6,0.945,39,0.832,0.035,Good
Q312,Q312_R57,Q312_R57_C7,0.906,123,0.76,0.501,Bad
Q312,Q312_R57,Q312_R57_C8,0.906,123,0.76,0.501,Bad
Q312,Q312_R57,Q312_R57_C9,0.906,123,0.76,0.501,Bad
Q312,Q312_R57,Q312_R57_C10,0.867,12,0.846,0.533,Bad
Q312,Q312_R60,Q312_R60_C1,0.867,7,0.938,0.35,Good
Q312,Q312_R60,Q312_R60_C2,0.696,288,0.975,0.777,PotentiallyUseful
Q312,Q312_R60,Q312_R60_C3,0.797,216,0.956,0.684,Good
Q312,Q312_R60,Q312_R60_C4,0.829,252,0.966,0.631,PotentiallyUseful
Q312,Q312_R60,Q312_R60_C5,0.887,341,0.95,0.602,Good
Q312,Q312_R60,Q312_R60_C6,0.903,100,0.916,0.467,Good
Q312,Q312_R60,Q312_R60_C7,0.919,126,0.947,0.378,Good
Q312,Q312_R60,Q312_R60_C8,0.778,359,0.977,0.731,Bad
Q312,Q312_R60,Q312_R60_C9,0.909,87,0.95,0.483,Bad
Q312,Q312_R60,Q312_R60_C10,0.895,56,0.94,0.536,Good
Q313,Q313_R4,Q313_R4_C1,1.0,179,0.819,-0.035,Bad
Q313,Q313_R4,Q313_R4_C2,0.938,18,0.879,-0.01,Bad
Q313,Q313_R4,Q313_R4_C3,0.796,1,0.951,0.396,Bad
Q313,Q313_R4,Q313_R4_C4,0.897,32,0.925,0.471,PotentiallyUseful
Q313,Q313_R4,Q313_R4_C5,0.917,401,0.952,0.472,Good
Q313,Q313_R4,Q313_R4_C6,0.934,28,0.935,0.365,Bad
Q313,Q313_R4,Q313_R4_C7,0.946,158,0.856,-0.068,Bad
Q313,Q313_R4,Q313_R4_C8,0.842,294,0.933,0.41,Good
Q313,Q313_R4,Q313_R4_C9,0.974,131,0.899,0.351,Bad
Q313,Q313_R4,Q313_R4_C10,0.881,4,0.915,0.227,Bad
Q313,Q313_R6,Q313_R6_C1,0.906,520,0.94,0.488,Good
Q313,Q313_R6,Q313_R6_C2,0.969,109,0.84,0.167,Good
Q313,Q313_R6,Q313_R6_C3,1.0,76,0.837,0.048,Good
Q313,Q313_R6,Q313_R6_C4,0.946,126,0.923,0.312,Good
Q313,Q313_R6,Q313_R6_C5,0.919,95,0.944,0.288,Good
Q313,Q313_R6,Q313_R6_C6,0.978,12,0.872,0.236,Good
Q313,Q313_R6,Q313_R6_C7,0.944,863,0.94,0.017,Good
Q313,Q313_R6,Q313_R6_C8,0.919,282,0.943,0.243,Good
Q313,Q313_R6,Q313_R6_C9,0.91,226,0.931,0.523,Bad
Q313,Q313_R6,Q313_R6_C10,0.926,347,0.959,0.056,Good
Q313,Q313_R9,Q313_R9_C1,0.969,108,0.816,0.013,Bad
Q313,Q313_R9,Q313_R9_C2,0.966,58,0.85,-0.227,Good
Q313,Q313_R9,Q313_R9_C3,0.92,9,0.928,0.305,Good
Q313,Q313_R9,Q313_R9_C4,0.902,32,0.931,0.307,Bad
Q313,Q313_R9,Q313_R9_C5,0.843,158,0.959,0.53,Good
Q313,Q313_R9,Q313_R9_C6,0.923,180,0.94,0.159,Bad
Q313,Q313_R9,Q313_R9_C7,0.957,30,0.835,0.134,Bad
Q313,Q313_R9,Q313_R9_C8,0.912,85,0.789,0.154,Good
Q313,Q313_R9,Q313_R9_C9,0.875,5,0.947,0.668,Bad
Q313,Q313_R9,Q313_R9_C10,0.944,15,0.923,0.206,Good
Q313,Q313_R10,Q313_R10_C1,0.854,76,0.926,0.334,PotentiallyUseful
Q313,Q313_R10,Q313_R10_C2,0.975,88,0.712,-0.039,Bad
Q313,Q313_R10,Q313_R10_C3,0.949,96,0.863,0.217,Bad
Q313,Q313_R10,Q313_R10_C4,0.977,52,0.88,-0.051,Bad
Q313,Q313_R10,Q313_R10_C5,0.927,6,0.94,0.457,PotentiallyUseful
Q313,Q313_R10,Q313_R10_C6,0.98,27,0.938,0.025,Bad
Q313,Q313_R10,Q313_R10_C7,0.966,21,0.931,0.35,PotentiallyUseful
Q313,Q313_R10,Q313_R10_C8,0.931,13,0.952,0.299,PotentiallyUseful
Q313,Q313_R10,Q313_R10_C9,1.0,103,0.848,0.1,Bad
Q313,Q313_R10,Q313_R10_C10,0.914,52,0.934,-0.051,Bad
Q313,Q313_R30,Q313_R30_C1,1.0,74,0.769,0.135,Good
Q313,Q313_R30,Q313_R30_C2,1.0,74,0.769,0.135,Good
Q313,Q313_R30,Q313_R30_C3,1.0,74,0.769,0.135,Good
Q313,Q313_R30,Q313_R30_C4,1.0,74,0.769,0.135,Good
Q313,Q313_R30,Q313_R30_C5,1.0,74,0.769,0.135,Good
