question1_id,related_comment_id,jaccard_distance,length_difference,cosine_similarity,bigram_similarity,w2v_cosine_similarity,relevance
,Q311_R48_C8,0.857,271,0.952,0.980,0.283,1
,Q311_R48_C9,0.857,237,0.909,0.990,0.253,0
,Q311_R48_C10,0.950,105,0.896,1.000,0.152,0
,Q311_R49_C1,0.816,85,0.944,1.000,0.682,1
,Q311_R49_C2,0.907,80,0.907,0.984,0.033,0
,Q311_R49_C3,0.891,9,0.953,1.000,0.554,0
,Q311_R49_C4,0.796,66,0.947,0.985,0.525,0
,Q311_R49_C5,0.913,499,0.959,0.993,0.473,0
,Q311_R49_C6,0.887,61,0.951,1.000,0.476,0
,Q311_R49_C7,0.887,73,0.954,1.000,0.486,0
,Q311_R49_C8,0.843,53,0.953,1.000,0.574,0
,Q311_R49_C9,0.906,52,0.947,0.984,0.506,0
,Q311_R49_C10,0.833,11,0.903,1.000,0.299,0
,Q311_R51_C1,0.907,17,0.952,1.000,0.636,0
,Q311_R51_C2,0.907,17,0.952,1.000,0.636,0
,Q311_R51_C3,0.904,53,0.955,0.984,0.599,1
,Q311_R51_C4,0.855,75,0.948,1.000,0.450,1
,Q311_R51_C5,0.922,15,0.940,1.000,0.660,1
,Q311_R51_C6,0.867,113,0.947,1.000,0.370,1
,Q311_R51_C7,0.926,46,0.921,1.000,0.278,1
,Q311_R51_C8,0.960,20,0.911,1.000,0.389,1
,Q311_R51_C9,0.863,126,0.914,1.000,0.245,1
,Q311_R51_C10,0.875,91,0.944,1.000,0.550,1
,Q311_R60_C1,0.946,57,0.896,1.000,0.475,1
,Q311_R60_C2,0.889,40,0.957,1.000,0.412,1
,Q311_R60_C3,0.922,33,0.947,1.000,0.493,0
,Q311_R60_C4,0.831,241,0.954,0.969,0.567,1
,Q311_R60_C5,0.904,877,0.958,0.981,0.345,1
,Q311_R60_C6,0.919,767,0.963,1.000,0.472,1
,Q311_R60_C7,0.866,163,0.940,0.989,0.214,1
,Q311_R60_C8,0.836,102,0.959,1.000,0.560,0
,Q311_R60_C9,0.930,6,0.909,1.000,0.314,0
,Q311_R60_C10,0.923,554,0.953,0.993,0.147,1
,Q311_R61_C1,0.884,7,0.909,1.000,0.450,1
,Q311_R61_C2,0.925,272,0.927,1.000,0.254,1
,Q311_R61_C3,0.943,51,0.895,1.000,0.334,0
,Q311_R61_C4,0.871,227,0.952,1.000,0.535,1
,Q311_R61_C5,0.933,99,0.835,1.000,0.395,1
,Q311_R61_C6,0.879,114,0.923,1.000,0.443,1
,Q311_R61_C7,0.847,343,0.959,0.983,0.515,1
,Q311_R61_C8,0.882,52,0.854,1.000,0.214,1
,Q311_R61_C9,0.905,239,0.942,1.000,0.350,1
,Q311_R61_C10,0.916,409,0.939,1.000,0.169,1
,Q312_R6_C1,0.980,258,0.885,1.000,0.466,0
,Q312_R6_C2,0.949,207,0.913,1.000,0.308,0
,Q312_R6_C3,0.918,185,0.917,1.000,0.465,0
,Q312_R6_C4,0.900,68,0.964,1.000,0.592,1
,Q312_R6_C5,0.911,25,0.965,0.992,0.473,1
,Q312_R6_C6,0.871,36,0.968,0.991,0.615,1
,Q312_R6_C7,0.919,381,0.954,0.994,0.532,1
,Q312_R6_C8,1.000,267,0.000,1.000,-0.074,0
,Q312_R6_C9,0.892,38,0.972,1.000,0.666,0
,Q312_R6_C10,0.896,129,0.951,1.000,0.541,1
,Q312_R13_C1,0.947,87,0.933,1.000,0.542,1
,Q312_R13_C2,0.957,68,0.950,1.000,0.401,1
,Q312_R13_C3,0.957,142,0.946,1.000,0.518,1
,Q312_R13_C4,0.962,250,0.900,1.000,0.392,1
,Q312_R13_C5,0.912,199,0.950,1.000,0.530,1
,Q312_R13_C6,0.877,9,0.943,0.991,0.502,1
,Q312_R13_C7,0.966,229,0.937,1.000,0.386,0
,Q312_R13_C8,0.894,130,0.966,0.984,0.427,0
,Q312_R13_C9,0.943,107,0.898,1.000,0.142,0
,Q312_R13_C10,0.933,81,0.915,1.000,0.331,1
,Q312_R19_C1,0.963,237,0.928,1.000,0.323,0
,Q312_R19_C2,0.934,198,0.910,1.000,0.571,0
,Q312_R19_C3,0.918,191,0.958,0.986,0.589,0
,Q312_R19_C4,0.880,48,0.924,0.991,0.327,0
,Q312_R19_C5,0.949,185,0.918,1.000,0.271,0
,Q312_R19_C6,0.981,245,0.813,1.000,0.278,0
,Q312_R19_C7,0.915,206,0.890,1.000,0.253,0
,Q312_R19_C8,0.934,178,0.890,1.000,0.378,0
,Q312_R19_C9,0.924,151,0.929,1.000,0.462,1
,Q312_R19_C10,0.922,722,0.916,1.000,0.183,0
,Q312_R31_C1,0.952,204,0.879,1.000,0.313,0
,Q312_R31_C2,0.844,73,0.954,1.000,0.571,1
,Q312_R31_C3,0.980,264,0.773,1.000,0.313,0
,Q312_R31_C4,0.847,62,0.971,1.000,0.652,0
,Q312_R31_C5,0.901,114,0.973,1.000,0.644,0
,Q312_R31_C6,0.885,179,0.976,0.993,0.595,0
,Q312_R31_C7,0.984,189,0.933,1.000,0.397,0
,Q312_R31_C8,1.000,268,0.757,1.000,-0.082,0
,Q312_R31_C9,0.837,71,0.970,1.000,0.495,0
,Q312_R31_C10,0.872,67,0.970,0.993,0.570,0
,Q312_R37_C1,0.930,97,0.935,0.989,0.508,1
,Q312_R37_C2,0.859,151,0.963,1.000,0.559,1
,Q312_R37_C3,0.914,109,0.941,1.000,0.596,1
,Q312_R37_C4,0.968,146,0.921,1.000,0.498,1
,Q312_R37_C5,0.922,152,0.952,0.987,0.490,1
,Q312_R37_C6,0.933,104,0.951,1.000,0.482,0
,Q312_R37_C7,0.929,124,0.963,1.000,0.478,0
,Q312_R37_C8,0.854,59,0.974,1.000,0.650,0
,Q312_R37_C9,0.889,108,0.957,1.000,0.556,1
,Q312_R37_C10,0.831,176,0.942,0.987,0.562,1
,Q312_R42_C1,1.000,267,0.851,1.000,0.183,0
,Q312_R42_C2,0.933,193,0.939,1.000,0.568,1
,Q312_R42_C3,0.930,214,0.924,1.000,0.517,0
,Q312_R42_C4,0.914,205,0.935,1.000,0.338,1
,Q312_R42_C5,0.964,234,0.900,1.000,0.563,0
,Q312_R42_C6,0.984,197,0.557,1.000,-0.041,1
,Q312_R42_C7,0.923,47,0.937,1.000,0.448,1
,Q312_R42_C8,0.981,244,0.889,1.000,0.249,0
,Q312_R42_C9,0.979,272,0.789,1.000,0.288,0
,Q312_R42_C10,0.983,202,0.865,1.000,0.361,0
,Q312_R47_C1,0.983,219,0.896,1.000,0.427,1
,Q312_R47_C2,0.982,235,0.907,1.000,0.396,1
,Q312_R47_C3,0.970,178,0.938,1.000,0.480,0
,Q312_R47_C4,0.941,144,0.944,1.000,0.490,1
,Q312_R47_C5,0.981,243,0.847,1.000,0.441,1
,Q312_R47_C6,0.966,218,0.936,1.000,0.417,0
,Q312_R47_C7,0.938,49,0.938,1.000,0.602,1
,Q312_R47_C8,0.887,1,0.943,1.000,0.409,1
,Q312_R47_C9,0.940,151,0.937,1.000,0.589,0
,Q312_R47_C10,0.943,97,0.882,1.000,0.173,1
,Q312_R51_C1,0.938,170,0.940,0.987,0.456,1
,Q312_R51_C2,0.985,152,0.898,1.000,0.323,0
,Q312_R51_C3,0.894,167,0.956,1.000,0.576,0
,Q312_R51_C4,0.947,98,0.914,1.000,0.239,1
,Q312_R51_C5,0.948,216,0.941,1.000,0.534,0
,Q312_R51_C6,0.927,722,0.924,0.995,0.355,1
,Q312_R51_C7,0.911,90,0.962,0.992,0.489,0
,Q312_R51_C8,0.892,86,0.945,1.000,0.603,0
,Q312_R51_C9,0.941,135,0.945,1.000,0.359,1
,Q312_R51_C10,0.897,7,0.937,0.990,0.511,1
,Q312_R57_C1,0.928,31,0.962,1.000,0.512,0
,Q312_R57_C2,1.000,75,0.712,1.000,-0.096,0
,Q312_R57_C3,1.000,187,0.668,1.000,-0.018,0
,Q312_R57_C4,0.932,180,0.876,0.986,0.380,0
,Q312_R57_C5,0.932,180,0.876,0.986,0.380,0
,Q312_R57_C6,0.973,99,0.823,1.000,-0.040,0
,Q312_R57_C7,0.981,261,0.788,1.000,0.318,0
,Q312_R57_C8,0.981,261,0.788,1.000,0.318,0
,Q312_R57_C9,0.981,261,0.788,1.000,0.318,0
,Q312_R57_C10,0.922,150,0.921,1.000,0.523,0
,Q312_R60_C1,0.940,147,0.931,1.000,0.349,1
,Q312_R60_C2,0.906,134,0.897,1.000,0.678,1
,Q312_R60_C3,0.898,62,0.917,1.000,0.618,1
,Q312_R60_C4,0.876,98,0.971,0.992,0.567,0
,Q312_R60_C5,0.910,187,0.929,0.985,0.457,1
,Q312_R60_C6,0.941,254,0.929,1.000,0.442,1
,Q312_R60_C7,0.899,28,0.937,1.000,0.324,1
,Q312_R60_C8,0.813,205,0.962,0.979,0.688,1
,Q312_R60_C9,0.889,67,0.925,0.989,0.488,0
,Q312_R60_C10,0.922,98,0.952,1.000,0.434,1
,Q313_R4_C1,1.000,113,0.835,1.000,0.241,0
,Q313_R4_C2,0.883,48,0.890,1.000,0.194,0
,Q313_R4_C3,0.904,65,0.925,1.000,0.169,0
,Q313_R4_C4,0.931,98,0.926,1.000,0.250,0
,Q313_R4_C5,0.926,467,0.946,1.000,0.402,0
,Q313_R4_C6,0.950,94,0.917,1.000,0.274,0
,Q313_R4_C7,0.912,92,0.863,1.000,0.167,0
,Q313_R4_C8,0.911,360,0.928,0.991,0.273,0
,Q313_R4_C9,0.973,65,0.887,1.000,0.371,0
,Q313_R4_C10,0.897,70,0.903,0.987,0.326,0
,Q313_R6_C1,0.916,528,0.945,1.000,0.354,0
,Q313_R6_C2,0.935,101,0.856,1.000,0.240,0
,Q313_R6_C3,1.000,68,0.867,1.000,0.160,0
,Q313_R6_C4,0.960,134,0.915,1.000,0.128,0
,Q313_R6_C5,0.919,103,0.937,1.000,0.332,0
,Q313_R6_C6,0.978,4,0.905,1.000,0.401,0
,Q313_R6_C7,0.950,871,0.933,1.000,0.180,0
,Q313_R6_C8,0.893,290,0.941,1.000,0.320,0
,Q313_R6_C9,0.924,234,0.926,1.000,0.270,0
,Q313_R6_C10,0.939,355,0.935,1.000,0.265,0
,Q313_R9_C1,0.967,117,0.746,1.000,-0.003,0
,Q313_R9_C2,0.964,49,0.844,1.000,-0.194,0
,Q313_R9_C3,0.917,18,0.916,1.000,0.250,0
,Q313_R9_C4,0.941,23,0.877,1.000,0.241,0
,Q313_R9_C5,0.918,149,0.926,0.989,0.299,0
,Q313_R9_C6,0.892,171,0.924,1.000,0.253,0
,Q313_R9_C7,0.956,39,0.829,1.000,0.286,0
,Q313_R9_C8,0.906,94,0.795,1.000,0.077,0
,Q313_R9_C9,0.917,4,0.923,0.981,0.407,0
,Q313_R9_C10,0.942,6,0.888,1.000,0.073,0
,Q313_R10_C1,0.951,66,0.884,1.000,0.193,0
,Q313_R10_C2,0.972,78,0.655,1.000,-0.061,0
,Q313_R10_C3,0.912,86,0.817,1.000,0.267,0
,Q313_R10_C4,0.921,42,0.872,0.975,0.086,0
,Q313_R10_C5,0.942,16,0.905,1.000,0.238,0
,Q313_R10_C6,0.956,17,0.896,1.000,0.104,0
,Q313_R10_C7,0.943,31,0.896,1.000,0.126,0
,Q313_R10_C8,0.964,23,0.914,1.000,0.045,0
,Q313_R10_C9,1.000,93,0.799,1.000,0.078,0
,Q313_R10_C10,0.946,62,0.874,1.000,-0.128,0
,Q313_R30_C1,1.000,106,0.841,1.000,0.195,1
,Q313_R30_C2,1.000,106,0.841,1.000,0.195,1
,Q313_R30_C3,1.000,106,0.841,1.000,0.195,1
,Q313_R30_C4,1.000,106,0.841,1.000,0.195,1
,Q313_R30_C5,1.000,106,0.841,1.000,0.195,1
,Q313_R30_C6,1.000,106,0.841,1.000,0.195,1
,Q313_R30_C7,1.000,106,0.841,1.000,0.195,1
,Q313_R30_C8,1.000,106,0.841,1.000,0.195,1
,Q313_R30_C9,1.000,106,0.841,1.000,0.195,1
,Q313_R30_C10,1.000,106,0.841,1.000,0.195,1
,Q313_R37_C1,0.911,17,0.910,1.000,0.247,0
,Q313_R37_C2,0.931,102,0.900,1.000,0.154,0
,Q313_R37_C3,0.887,153,0.934,1.000,0.323,0
,Q313_R37_C4,0.951,247,0.918,1.000,0.134,0
,Q313_R37_C5,0.902,261,0.939,0.991,0.342,0
,Q313_R37_C6,0.938,100,0.872,1.000,0.263,0
,Q313_R37_C7,0.897,86,0.925,1.000,0.251,0
,Q313_R37_C8,1.000,14,0.863,1.000,0.102,0
,Q313_R37_C9,0.929,167,0.919,1.000,0.417,0
,Q313_R37_C10,0.934,84,0.913,1.000,0.169,0
,Q313_R41_C1,0.870,19,0.944,0.983,0.376,0
,Q313_R41_C2,0.886,32,0.893,1.000,0.277,0
,Q313_R41_C3,0.945,30,0.898,1.000,0.229,0
,Q313_R41_C4,0.909,17,0.894,1.000,0.152,0
,Q313_R41_C5,0.914,79,0.902,1.000,0.249,0
,Q313_R41_C6,0.940,17,0.886,1.000,0.222,0
,Q313_R41_C7,0.929,120,0.800,1.000,0.253,0
,Q313_R41_C8,0.951,67,0.922,1.000,0.230,0
,Q313_R41_C9,0.938,76,0.903,1.000,0.185,0
,Q313_R41_C10,0.925,63,0.866,1.000,0.097,0
,Q313_R43_C1,0.911,561,0.940,1.000,0.236,0
,Q313_R43_C2,0.916,235,0.924,0.990,0.379,0
,Q313_R43_C3,0.922,863,0.929,1.000,0.261,0
,Q313_R43_C4,1.000,90,0.811,1.000,0.111,0
,Q313_R43_C5,0.919,72,0.913,1.000,0.223,0
,Q313_R43_C6,0.901,229,0.908,0.990,0.235,0
,Q313_R43_C7,0.943,70,0.770,1.000,0.248,0
,Q313_R43_C8,0.976,50,0.895,1.000,0.272,0
,Q313_R43_C9,0.878,19,0.910,0.982,0.322,0
,Q313_R43_C10,0.881,163,0.906,0.989,0.297,0
,Q313_R48_C1,0.873,100,0.925,0.986,0.279,0
,Q313_R48_C2,0.940,11,0.886,1.000,0.195,0
,Q313_R48_C3,0.859,165,0.920,1.000,0.224,0
,Q313_R48_C4,0.829,47,0.926,0.957,0.362,0
,Q313_R48_C5,0.895,208,0.928,1.000,0.283,0
,Q313_R48_C6,0.894,26,0.886,1.000,0.379,0
,Q313_R48_C7,0.863,38,0.914,0.984,0.279,0
,Q313_R48_C8,0.936,28,0.914,1.000,0.109,0
,Q313_R48_C9,0.925,48,0.893,1.000,0.168,0
,Q313_R48_C10,0.971,94,0.887,1.000,0.096,0
,Q313_R50_C1,0.883,84,0.907,1.000,0.215,0
,Q313_R50_C2,0.930,89,0.655,1.000,0.291,0
,Q313_R50_C3,0.950,61,0.908,1.000,0.221,0
,Q313_R50_C4,0.897,116,0.861,1.000,0.288,0
,Q313_R50_C5,0.929,158,0.928,1.000,0.245,0
,Q313_R50_C6,0.934,626,0.926,0.995,0.215,0
,Q313_R50_C7,0.900,27,0.896,1.000,0.258,0
,Q313_R50_C8,0.940,156,0.704,1.000,0.239,0
,Q313_R50_C9,0.971,76,0.856,1.000,0.208,0
,Q313_R50_C10,0.971,76,0.856,1.000,0.208,0
,Q314_R2_C1,1.000,39,0.427,1.000,0.090,1
,Q314_R2_C2,1.000,43,0.527,1.000,0.033,1
,Q314_R2_C3,1.000,19,0.780,1.000,0.178,0
,Q314_R2_C4,0.941,30,0.794,1.000,0.236,0
,Q314_R2_C5,0.913,10,0.862,1.000,0.233,0
,Q314_R2_C6,0.960,5,0.882,1.000,0.177,0
,Q314_R2_C7,0.935,42,0.875,1.000,0.322,1
,Q314_R2_C8,0.944,28,0.800,1.000,0.317,0
,Q314_R2_C9,1.000,42,0.583,1.000,0.319,1
,Q314_R2_C10,0.941,36,0.614,1.000,0.308,1
,Q314_R4_C1,0.971,56,0.897,1.000,0.274,0
,Q314_R4_C2,0.957,137,0.914,1.000,0.336,0
,Q314_R4_C3,0.935,53,0.878,1.000,0.251,0
,Q314_R4_C4,1.000,2,0.781,1.000,0.107,0
,Q314_R4_C5,1.000,0,0.822,1.000,0.118,0
,Q314_R4_C6,1.000,37,0.406,1.000,-0.015,0
,Q314_R4_C7,0.950,17,0.857,1.000,0.390,0
,Q314_R4_C8,1.000,18,0.362,1.000,-0.197,0
,Q314_R4_C9,0.900,4,0.776,1.000,0.295,0
,Q314_R4_C10,1.000,38,0.663,1.000,-0.063,0
,Q314_R5_C1,0.979,124,0.887,1.000,0.086,0
,Q314_R5_C2,0.955,8,0.842,1.000,0.308,1
,Q314_R5_C3,0.967,29,0.871,1.000,0.222,1
,Q314_R5_C4,1.000,79,0.866,1.000,0.168,0
,Q314_R5_C5,0.947,140,0.594,1.000,0.392,0
,Q314_R5_C6,0.963,25,0.834,1.000,0.238,0
,Q314_R5_C7,1.000,69,0.834,1.000,0.047,0
,Q314_R5_C8,1.000,25,0.855,1.000,0.357,0
,Q314_R5_C9,0.900,6,0.884,1.000,0.278,0
,Q314_R5_C10,0.945,623,0.953,1.000,0.516,0
,Q314_R11_C1,0.913,10,0.870,1.000,0.391,0
,Q314_R11_C2,1.000,24,0.714,1.000,0.105,0
,Q314_R11_C3,1.000,48,0.000,1.000,0.067,0
,Q314_R11_C4,1.000,15,0.647,1.000,-0.032,0
,Q314_R11_C5,1.000,40,0.824,1.000,0.234,0
,Q314_R11_C6,1.000,15,0.647,1.000,-0.032,0
,Q314_R11_C7,0.886,152,0.935,0.982,0.422,0
,Q314_R11_C8,0.936,153,0.928,1.000,0.425,0
,Q314_R11_C9,0.967,38,0.893,1.000,0.309,0
,Q314_R11_C10,1.000,15,0.647,1.000,-0.032,0
,Q314_R17_C1,0.941,166,0.885,1.000,0.322,0
,Q314_R17_C2,1.000,14,0.849,1.000,0.109,0
,Q314_R17_C3,1.000,28,0.781,1.000,0.199,0
,Q314_R17_C4,0.955,381,0.923,1.000,0.393,0
,Q314_R17_C5,1.000,24,0.851,1.000,0.307,0
,Q314_R17_C6,0.968,43,0.870,1.000,0.394,0
,Q314_R17_C7,0.970,103,0.905,1.000,0.346,0
,Q314_R17_C8,0.897,77,0.871,1.000,0.214,0
,Q314_R17_C9,0.938,281,0.932,1.000,0.391,0
,Q314_R17_C10,0.986,340,0.931,1.000,0.457,1
,Q314_R18_C1,0.959,283,0.919,1.000,0.359,1
,Q314_R18_C2,0.944,17,0.771,1.000,0.151,0
,Q314_R18_C3,0.952,121,0.882,1.000,0.268,0
,Q314_R18_C4,0.952,126,0.876,1.000,0.314,0
,Q314_R18_C5,1.000,6,0.731,1.000,0.069,0
,Q314_R18_C6,0.917,102,0.917,1.000,0.236,0
,Q314_R18_C7,1.000,43,0.000,1.000,0.023,0
,Q314_R18_C8,0.935,83,0.831,1.000,-0.143,0
,Q314_R18_C9,0.976,129,0.860,1.000,-0.014,0
,Q314_R18_C10,0.867,72,0.911,1.000,0.292,0
,Q314_R21_C1,1.000,18,0.791,1.000,0.201,0
,Q314_R21_C2,0.958,50,0.830,1.000,0.162,0
,Q314_R21_C3,0.956,151,0.904,1.000,0.382,0
,Q314_R21_C4,1.000,3,0.865,1.000,0.288,0
,Q314_R21_C5,0.962,19,0.874,1.000,0.356,0
,Q314_R21_C6,0.956,165,0.900,1.000,0.331,0
,Q314_R21_C7,0.957,355,0.946,1.000,0.481,0
,Q314_R21_C8,0.962,12,0.878,1.000,0.276,0
,Q314_R21_C9,0.944,18,0.771,1.000,0.223,0
,Q314_R21_C10,0.938,586,0.946,1.000,0.525,0
,Q314_R22_C1,1.000,43,0.693,1.000,0.206,0
,Q314_R22_C2,1.000,6,0.847,1.000,0.212,0
,Q314_R22_C3,0.920,173,0.903,1.000,0.263,0
,Q314_R22_C4,0.943,63,0.915,1.000,0.561,0
,Q314_R22_C5,0.947,10,0.697,1.000,0.187,0
,Q314_R22_C6,0.950,9,0.861,1.000,0.298,0
,Q314_R22_C7,0.962,17,0.851,1.000,0.237,0
,Q314_R22_C8,1.000,32,0.578,1.000,0.111,0
,Q314_R22_C9,1.000,2,0.784,1.000,0.253,0
,Q314_R22_C10,1.000,51,0.000,1.000,0.084,0
,Q314_R25_C1,0.955,5,0.873,1.000,0.229,0
,Q314_R25_C2,0.971,60,0.895,1.000,0.089,0
,Q314_R25_C3,1.000,43,0.881,1.000,0.186,0
,Q314_R25_C4,0.969,37,0.848,1.000,0.129,0
,Q314_R25_C5,1.000,15,0.717,1.000,0.032,0
,Q314_R25_C6,0.973,84,0.879,1.000,0.342,0
,Q314_R25_C7,0.946,229,0.884,1.000,-0.033,0
,Q314_R25_C8,0.947,26,0.743,1.000,0.446,0
,Q314_R25_C9,1.000,32,0.828,1.000,0.293,0
,Q314_R25_C10,1.000,17,0.808,1.000,0.292,0
,Q314_R28_C1,1.000,48,0.540,1.000,0.015,0
,Q314_R28_C2,0.909,80,0.920,1.000,0.287,0
,Q314_R28_C3,0.956,157,0.926,1.000,0.308,0
,Q314_R28_C4,1.000,22,0.775,1.000,0.166,0
,Q314_R28_C5,0.943,219,0.919,1.000,0.359,0
,Q314_R28_C6,0.965,434,0.904,1.000,0.279,0
,Q314_R28_C7,0.947,640,0.926,1.000,0.366,1
,Q314_R28_C8,0.962,179,0.901,1.000,0.313,0
,Q314_R28_C9,0.935,133,0.894,1.000,0.284,0
,Q314_R28_C10,0.917,208,0.901,1.000,0.484,0
,Q315_R21_C1,0.950,91,0.813,1.000,0.276,0
,Q315_R21_C2,1.000,142,0.727,1.000,0.009,0
,Q315_R21_C3,1.000,39,0.816,1.000,0.264,0
,Q315_R21_C4,0.960,91,0.819,1.000,0.197,0
,Q315_R21_C5,0.947,83,0.751,1.000,0.010,0
,Q315_R21_C6,0.966,87,0.890,0.970,0.419,0
,Q315_R21_C7,1.000,16,0.651,1.000,-0.086,0
,Q315_R21_C8,1.000,185,0.764,1.000,-0.036,0
,Q315_R21_C9,1.000,156,0.760,1.000,-0.043,0
,Q315_R21_C10,1.000,88,0.804,1.000,0.062,0
,Q315_R27_C1,0.963,239,0.807,1.000,0.207,0
,Q315_R27_C2,1.000,5,0.753,1.000,0.339,0
,Q315_R27_C3,0.971,140,0.712,1.000,0.054,0
,Q315_R27_C4,0.968,74,0.778,1.000,0.124,0
,Q315_R27_C5,0.867,8,0.863,1.000,0.306,0
,Q315_R27_C6,1.000,15,0.688,1.000,0.088,0
,Q315_R27_C7,0.956,198,0.860,1.000,0.550,0
,Q315_R27_C8,0.930,196,0.833,1.000,0.453,0
,Q315_R27_C9,0.957,270,0.841,1.000,0.386,0
,Q315_R27_C10,0.973,135,0.853,1.000,0.263,0
,Q315_R35_C1,1.000,21,0.711,1.000,0.042,0
,Q315_R35_C2,1.000,21,0.711,1.000,0.042,0
,Q315_R35_C3,1.000,9,0.770,1.000,0.147,0
,Q315_R35_C4,1.000,94,0.828,1.000,0.390,0
,Q315_R35_C5,1.000,159,0.779,1.000,0.060,0
,Q315_R35_C6,0.965,266,0.827,1.000,0.237,0
,Q315_R35_C7,0.968,628,0.833,1.000,0.384,0
,Q315_R35_C8,0.943,134,0.845,1.000,0.471,0
,Q315_R35_C9,0.943,134,0.845,1.000,0.471,0
,Q315_R35_C10,1.000,119,0.823,1.000,0.368,0
,Q315_R36_C1,0.938,180,0.856,0.971,0.015,0
,Q315_R36_C2,1.000,9,0.793,1.000,0.198,0
,Q315_R36_C3,0.974,192,0.829,1.000,0.212,0
,Q315_R36_C4,0.971,110,0.816,1.000,0.229,0
,Q315_R36_C5,0.967,88,0.806,1.000,0.152,0
,Q315_R36_C6,0.970,423,0.791,1.000,-0.004,0
,Q315_R36_C7,0.968,80,0.828,1.000,0.464,0
,Q315_R36_C8,0.961,521,0.809,1.000,0.202,0
,Q315_R36_C9,0.978,187,0.836,1.000,0.341,0
,Q315_R36_C10,0.987,360,0.826,1.000,0.055,0
,Q315_R43_C1,0.857,1,0.867,1.000,0.401,0
,Q315_R43_C2,1.000,50,0.794,1.000,0.001,0
,Q315_R43_C3,0.962,281,0.844,1.000,0.348,0
,Q315_R43_C4,0.931,104,0.824,1.000,0.391,0
,Q315_R43_C5,0.973,127,0.806,1.000,0.125,0
,Q315_R43_C6,0.968,105,0.793,1.000,0.327,0
,Q315_R43_C7,1.000,30,0.759,1.000,0.265,0
,Q315_R43_C8,0.933,212,0.835,1.000,0.367,0
,Q315_R43_C9,0.967,113,0.737,1.000,0.109,0
,Q315_R43_C10,1.000,64,0.819,1.000,0.253,0
,Q315_R44_C1,0.933,14,0.811,1.000,0.369,0
,Q315_R44_C2,1.000,9,0.648,1.000,0.026,0
,Q315_R44_C3,1.000,28,0.223,1.000,0.046,0
,Q315_R44_C4,1.000,66,0.783,1.000,0.145,0
,Q315_R44_C5,1.000,41,0.785,1.000,0.138,0
,Q315_R44_C6,0.944,12,0.870,1.000,0.515,0
,Q315_R44_C7,1.000,28,0.351,1.000,0.134,0
,Q315_R44_C8,0.929,4,0.847,1.000,0.536,0
,Q315_R44_C9,1.000,63,0.729,1.000,-0.044,0
,Q315_R44_C10,0.870,65,0.831,1.000,0.471,0
,Q315_R45_C1,0.935,223,0.869,1.000,0.461,0
,Q315_R45_C2,1.000,2,0.598,1.000,-0.052,0
,Q315_R45_C3,0.957,623,0.867,0.993,0.597,0
,Q315_R45_C4,0.990,533,0.820,1.000,0.291,0
,Q315_R45_C5,0.979,973,0.850,1.000,0.451,0
,Q315_R45_C6,0.968,140,0.664,1.000,0.152,0
,Q315_R45_C7,0.969,122,0.804,1.000,0.307,0
,Q315_R45_C8,0.941,113,0.869,1.000,0.402,0
,Q315_R45_C9,0.953,230,0.817,1.000,0.386,0
,Q315_R45_C10,0.976,154,0.839,1.000,0.368,0
,Q315_R46_C1,0.957,237,0.815,1.000,0.241,0
,Q315_R46_C2,0.938,220,0.836,1.000,0.255,0
,Q315_R46_C3,0.964,71,0.813,1.000,0.432,0
,Q315_R46_C4,0.921,158,0.801,0.977,0.325,0
,Q315_R46_C5,0.938,220,0.836,1.000,0.255,0
,Q315_R46_C6,1.000,53,0.831,1.000,0.359,0
,Q315_R46_C7,0.963,456,0.829,1.000,0.417,0
,Q315_R46_C8,0.971,746,0.823,1.000,0.395,0
,Q315_R46_C9,0.970,627,0.815,1.000,0.338,0
,Q315_R46_C10,1.000,21,0.780,1.000,0.183,0
,Q315_R47_C1,0.983,293,0.830,1.000,0.272,0
,Q315_R47_C2,0.963,266,0.691,1.000,0.246,0
,Q315_R47_C3,1.000,39,0.798,1.000,0.256,0
,Q315_R47_C4,1.000,3,0.825,1.000,0.283,0
,Q315_R47_C5,0.941,229,0.829,1.000,0.285,0
,Q315_R47_C6,0.961,224,0.815,1.000,0.197,0
,Q315_R47_C7,1.000,171,0.805,1.000,0.316,0
,Q315_R47_C8,1.000,113,0.814,1.000,0.056,1
,Q315_R47_C9,0.949,139,0.813,1.000,0.194,0
,Q315_R47_C10,0.966,313,0.817,1.000,0.407,0
,Q315_R48_C1,0.979,216,0.836,1.000,0.342,0
,Q315_R48_C2,0.963,66,0.827,1.000,0.345,0
,Q315_R48_C3,0.960,57,0.819,1.000,0.281,0
,Q315_R48_C4,0.958,405,0.834,0.989,0.352,0
,Q315_R48_C5,0.981,246,0.825,1.000,0.403,0
,Q315_R48_C6,0.973,536,0.815,1.000,0.337,0
,Q315_R48_C7,0.979,223,0.833,1.000,0.361,0
,Q315_R48_C8,0.923,77,0.808,1.000,0.326,0
,Q315_R48_C9,0.971,362,0.822,1.000,0.311,0
,Q315_R48_C10,1.000,7,0.577,1.000,0.106,0
,Q316_R2_C1,0.983,343,0.465,1.000,0.205,0
,Q316_R2_C2,0.965,345,0.733,1.000,0.342,0
,Q316_R2_C3,1.000,352,0.000,1.000,0.098,0
,Q316_R2_C4,0.969,318,0.768,1.000,0.325,0
,Q316_R2_C5,0.910,283,0.845,1.000,0.481,1
